title,company,location,education,experience,skills,description
Software Developer,UNICEF Ethiopia,Hawassa,Bachelor's,1,"Java, Docker, PyTorch, CSS","We are looking for a Software Developer at UNICEF Ethiopia in Hawassa. Requirements: Bachelor's degree, 1 years experience, skills: Java, Docker, PyTorch, CSS."
Network Administrator,World Food Programme,Dire Dawa,Diploma,3,"Accounting, Flask, Networking, TensorFlow, Scikit-learn, Marketing","We are looking for a Network Administrator at World Food Programme in Dire Dawa. Requirements: Diploma degree, 3 years experience, skills: Accounting, Flask, Networking, TensorFlow, Scikit-learn, Marketing."
Auditor,Awash Bank,Dire Dawa,Diploma,8,"NumPy, Linux, Cybersecurity, Python, Docker, Teamwork, SAP, Data Analysis","We are looking for a Auditor at Awash Bank in Dire Dawa. Requirements: Diploma degree, 8 years experience, skills: NumPy, Linux, Cybersecurity, Python, Docker, Teamwork, SAP, Data Analysis."
Sales Representative,Population Services International,Addis Ababa,High School,1,"Research, Java, Cybersecurity, Docker, Linux","We are looking for a Sales Representative at Population Services International in Addis Ababa. Requirements: High School degree, 1 years experience, skills: Research, Java, Cybersecurity, Docker, Linux."
Network Administrator,NIB Insurance,Mekelle,High School,3,"Cybersecurity, Django, JavaScript, Oracle, Git, CSS","We are looking for a Network Administrator at NIB Insurance in Mekelle. Requirements: High School degree, 3 years experience, skills: Cybersecurity, Django, JavaScript, Oracle, Git, CSS."
Translator (Amharic/English),Habesha Breweries,Hawassa,Diploma,0,"Marketing, NumPy, Docker","We are looking for a Translator (Amharic/English) at Habesha Breweries in Hawassa. Requirements: Diploma degree, 0 years experience, skills: Marketing, NumPy, Docker."
Logistics Coordinator,Ministry of Education,Gondar,Bachelor's,6,"Microsoft Office, Python, QuickBooks, Networking, PyTorch, Sales, HTML","We are looking for a Logistics Coordinator at Ministry of Education in Gondar. Requirements: Bachelor's degree, 6 years experience, skills: Microsoft Office, Python, QuickBooks, Networking, PyTorch, Sales, HTML."
Network Administrator,Dashen Bank,Debre Zeit,Master's,8,"Excel, Pandas, Flask","We are looking for a Network Administrator at Dashen Bank in Debre Zeit. Requirements: Master's degree, 8 years experience, skills: Excel, Pandas, Flask."
Tour Guide,CARE Ethiopia,Dire Dawa,High School,10,"TensorFlow, Django, Customer Service","We are looking for a Tour Guide at CARE Ethiopia in Dire Dawa. Requirements: High School degree, 10 years experience, skills: TensorFlow, Django, Customer Service."
Administrative Assistant,SOS Children's Villages,Gondar,Master's,3,"Python, Java, English, Cybersecurity, JavaScript, Marketing, Git, Cisco","We are looking for a Administrative Assistant at SOS Children's Villages in Gondar. Requirements: Master's degree, 3 years experience, skills: Python, Java, English, Cybersecurity, JavaScript, Marketing, Git, Cisco."
Architect,NIB Insurance,Hawassa,High School,8,"Teamwork, Networking, HTML, Pandas, Microsoft Office, SAP, Research, QuickBooks","We are looking for a Architect at NIB Insurance in Hawassa. Requirements: High School degree, 8 years experience, skills: Teamwork, Networking, HTML, Pandas, Microsoft Office, SAP, Research, QuickBooks."
Procurement Officer,SOS Children's Villages,Debre Zeit,High School,6,"Django, Java, Writing","We are looking for a Procurement Officer at SOS Children's Villages in Debre Zeit. Requirements: High School degree, 6 years experience, skills: Django, Java, Writing."
Teacher,Techno Serve,Dire Dawa,Bachelor's,7,"Flask, Cybersecurity, CSS, Teaching, CCNA","We are looking for a Teacher at Techno Serve in Dire Dawa. Requirements: Bachelor's degree, 7 years experience, skills: Flask, Cybersecurity, CSS, Teaching, CCNA."
Data Analyst,CARE Ethiopia,Debre Zeit,Master's,4,"Java, SAP, Cisco, Sales, Teaching, Pandas, Amharic, Scikit-learn","We are looking for a Data Analyst at CARE Ethiopia in Debre Zeit. Requirements: Master's degree, 4 years experience, skills: Java, SAP, Cisco, Sales, Teaching, Pandas, Amharic, Scikit-learn."
Architect,NIB Insurance,Debre Zeit,High School,0,"SQL, TensorFlow, Microsoft Office, Scikit-learn, Flask, Java, SAP","We are looking for a Architect at NIB Insurance in Debre Zeit. Requirements: High School degree, 0 years experience, skills: SQL, TensorFlow, Microsoft Office, Scikit-learn, Flask, Java, SAP."
Project Manager,Ethiopian Airlines,Addis Ababa,Bachelor's,8,"CSS, Flask, Writing, HTML, Git, Accounting, AWS","We are looking for a Project Manager at Ethiopian Airlines in Addis Ababa. Requirements: Bachelor's degree, 8 years experience, skills: CSS, Flask, Writing, HTML, Git, Accounting, AWS."
Administrative Assistant,Ethiopian Shipping Lines,Adama,High School,7,"PyTorch, Teamwork, Python, CSS, Git, SAP, CCNA","We are looking for a Administrative Assistant at Ethiopian Shipping Lines in Adama. Requirements: High School degree, 7 years experience, skills: PyTorch, Teamwork, Python, CSS, Git, SAP, CCNA."
Administrative Assistant,Population Services International,Dire Dawa,High School,1,"Ethical Hacking, Customer Service, Excel, AWS, Writing","We are looking for a Administrative Assistant at Population Services International in Dire Dawa. Requirements: High School degree, 1 years experience, skills: Ethical Hacking, Customer Service, Excel, AWS, Writing."
Sales Representative,Homegrown Ethiopia,Debre Zeit,High School,10,"Ethical Hacking, Marketing, Django","We are looking for a Sales Representative at Homegrown Ethiopia in Debre Zeit. Requirements: High School degree, 10 years experience, skills: Ethical Hacking, Marketing, Django."
Network Administrator,NIB Insurance,Gondar,Master's,5,"Research, AWS, Data Analysis","We are looking for a Network Administrator at NIB Insurance in Gondar. Requirements: Master's degree, 5 years experience, skills: Research, AWS, Data Analysis."
Accountant,Pathfinder International,Gondar,High School,3,"Excel, Java, Sales, CSS, Linux, Django, Machine Learning, Writing","We are looking for a Accountant at Pathfinder International in Gondar. Requirements: High School degree, 3 years experience, skills: Excel, Java, Sales, CSS, Linux, Django, Machine Learning, Writing."
Sales Representative,Ethiopian Airlines,Adama,Master's,10,"Machine Learning, Scikit-learn, Networking, Linux","We are looking for a Sales Representative at Ethiopian Airlines in Adama. Requirements: Master's degree, 10 years experience, skills: Machine Learning, Scikit-learn, Networking, Linux."
Administrative Assistant,Ethio Telecom,Gondar,Master's,8,"Excel, English, Java, Cybersecurity","We are looking for a Administrative Assistant at Ethio Telecom in Gondar. Requirements: Master's degree, 8 years experience, skills: Excel, English, Java, Cybersecurity."
Graphic Designer,Pathfinder International,Dire Dawa,High School,7,"Excel, CCNA, Oracle, Pandas, Customer Service, Research, Cisco, Networking","We are looking for a Graphic Designer at Pathfinder International in Dire Dawa. Requirements: High School degree, 7 years experience, skills: Excel, CCNA, Oracle, Pandas, Customer Service, Research, Cisco, Networking."
Procurement Officer,Awash Bank,Dire Dawa,High School,5,"Ethical Hacking, NumPy, Cybersecurity, Teamwork","We are looking for a Procurement Officer at Awash Bank in Dire Dawa. Requirements: High School degree, 5 years experience, skills: Ethical Hacking, NumPy, Cybersecurity, Teamwork."
Human Resources Assistant,CARE Ethiopia,Adama,Master's,3,"TensorFlow, Java, Marketing, Python, SQL, NumPy","We are looking for a Human Resources Assistant at CARE Ethiopia in Adama. Requirements: Master's degree, 3 years experience, skills: TensorFlow, Java, Marketing, Python, SQL, NumPy."
Civil Engineer,Pathfinder International,Bahir Dar,Diploma,4,"Microsoft Office, Git, Python","We are looking for a Civil Engineer at Pathfinder International in Bahir Dar. Requirements: Diploma degree, 4 years experience, skills: Microsoft Office, Git, Python."
Graphic Designer,Oxfam GB,Debre Zeit,Diploma,2,"Communication, Amharic, NumPy, Research, Leadership, Linux","We are looking for a Graphic Designer at Oxfam GB in Debre Zeit. Requirements: Diploma degree, 2 years experience, skills: Communication, Amharic, NumPy, Research, Leadership, Linux."
Tour Guide,Addis Ababa University,Gondar,High School,3,"Networking, Flask, Cisco","We are looking for a Tour Guide at Addis Ababa University in Gondar. Requirements: High School degree, 3 years experience, skills: Networking, Flask, Cisco."
Content Writer,Pathfinder International,Adama,High School,6,"Flask, Excel, Linux","We are looking for a Content Writer at Pathfinder International in Adama. Requirements: High School degree, 6 years experience, skills: Flask, Excel, Linux."
Translator (Amharic/English),Techno Serve,Dire Dawa,Master's,4,"SAP, Teaching, Amharic, SQL, Cisco, Marketing, Accounting","We are looking for a Translator (Amharic/English) at Techno Serve in Dire Dawa. Requirements: Master's degree, 4 years experience, skills: SAP, Teaching, Amharic, SQL, Cisco, Marketing, Accounting."
Nurse,CARE Ethiopia,Bahir Dar,High School,8,"Linux, PyTorch, HTML, Communication","We are looking for a Nurse at CARE Ethiopia in Bahir Dar. Requirements: High School degree, 8 years experience, skills: Linux, PyTorch, HTML, Communication."
Customer Service Officer,Oxfam GB,Gondar,Master's,5,"Writing, TensorFlow, Machine Learning, Data Analysis, Accounting","We are looking for a Customer Service Officer at Oxfam GB in Gondar. Requirements: Master's degree, 5 years experience, skills: Writing, TensorFlow, Machine Learning, Data Analysis, Accounting."
Logistics Coordinator,Pathfinder International,Gondar,Master's,9,"HTML, Data Analysis, Pandas, TensorFlow, Oracle","We are looking for a Logistics Coordinator at Pathfinder International in Gondar. Requirements: Master's degree, 9 years experience, skills: HTML, Data Analysis, Pandas, TensorFlow, Oracle."
Hotel Manager,Dashen Bank,Gondar,High School,5,"English, Java, TensorFlow, Teamwork, JavaScript, Leadership","We are looking for a Hotel Manager at Dashen Bank in Gondar. Requirements: High School degree, 5 years experience, skills: English, Java, TensorFlow, Teamwork, JavaScript, Leadership."
Network Administrator,Ethio Telecom,Jimma,Diploma,1,"Amharic, Ethical Hacking, Scikit-learn, Cybersecurity, Excel, Networking","We are looking for a Network Administrator at Ethio Telecom in Jimma. Requirements: Diploma degree, 1 years experience, skills: Amharic, Ethical Hacking, Scikit-learn, Cybersecurity, Excel, Networking."
Mechanic,Ethio Telecom,Mekelle,Diploma,7,"Customer Service, Data Analysis, Git, Ethical Hacking, Amharic","We are looking for a Mechanic at Ethio Telecom in Mekelle. Requirements: Diploma degree, 7 years experience, skills: Customer Service, Data Analysis, Git, Ethical Hacking, Amharic."
Sales Representative,Oxfam GB,Jimma,Diploma,10,"SAP, PyTorch, JavaScript, English","We are looking for a Sales Representative at Oxfam GB in Jimma. Requirements: Diploma degree, 10 years experience, skills: SAP, PyTorch, JavaScript, English."
Project Manager,UNICEF Ethiopia,Addis Ababa,Bachelor's,8,"Networking, Data Analysis, Linux, Machine Learning, Sales, Research, PyTorch","We are looking for a Project Manager at UNICEF Ethiopia in Addis Ababa. Requirements: Bachelor's degree, 8 years experience, skills: Networking, Data Analysis, Linux, Machine Learning, Sales, Research, PyTorch."
Project Manager,UNICEF Ethiopia,Bahir Dar,Bachelor's,9,"Excel, QuickBooks, Ethical Hacking, Accounting, SAP, CSS","We are looking for a Project Manager at UNICEF Ethiopia in Bahir Dar. Requirements: Bachelor's degree, 9 years experience, skills: Excel, QuickBooks, Ethical Hacking, Accounting, SAP, CSS."
Auditor,Awash Bank,Hawassa,Bachelor's,6,"PyTorch, Amharic, Pandas, Machine Learning, Linux","We are looking for a Auditor at Awash Bank in Hawassa. Requirements: Bachelor's degree, 6 years experience, skills: PyTorch, Amharic, Pandas, Machine Learning, Linux."
Chef,Oxfam GB,Debre Zeit,Diploma,2,"Networking, Flask, Research, Communication, Sales, Teamwork, Python","We are looking for a Chef at Oxfam GB in Debre Zeit. Requirements: Diploma degree, 2 years experience, skills: Networking, Flask, Research, Communication, Sales, Teamwork, Python."
Content Writer,Population Services International,Mekelle,Bachelor's,0,"Leadership, AWS, Excel, Ethical Hacking, PyTorch, Research, Project Management, Cisco","We are looking for a Content Writer at Population Services International in Mekelle. Requirements: Bachelor's degree, 0 years experience, skills: Leadership, AWS, Excel, Ethical Hacking, PyTorch, Research, Project Management, Cisco."
Civil Engineer,Pathfinder International,Debre Zeit,Diploma,10,"Django, Docker, Teamwork","We are looking for a Civil Engineer at Pathfinder International in Debre Zeit. Requirements: Diploma degree, 10 years experience, skills: Django, Docker, Teamwork."
Sales Representative,Population Services International,Mekelle,Master's,5,"CCNA, Linux, English, Project Management, Networking, Cisco, Research","We are looking for a Sales Representative at Population Services International in Mekelle. Requirements: Master's degree, 5 years experience, skills: CCNA, Linux, English, Project Management, Networking, Cisco, Research."
Financial Analyst,World Food Programme,Hawassa,Master's,4,"NumPy, Cisco, Python, Machine Learning, Oracle, Java, Amharic, Accounting","We are looking for a Financial Analyst at World Food Programme in Hawassa. Requirements: Master's degree, 4 years experience, skills: NumPy, Cisco, Python, Machine Learning, Oracle, Java, Amharic, Accounting."
Marketing Officer,Oxfam GB,Bahir Dar,Diploma,5,"Communication, Linux, HTML, Sales, Flask, Accounting, Microsoft Office","We are looking for a Marketing Officer at Oxfam GB in Bahir Dar. Requirements: Diploma degree, 5 years experience, skills: Communication, Linux, HTML, Sales, Flask, Accounting, Microsoft Office."
